inst#,solver,actualclass,predictedclass,, error, probability distribution
10833,45869639,bad,bad,0.016 *0.984,,
10834,45869637,bad,bad,0.016 *0.984,,
10835,89269802,bad,bad,0.004 *0.996,,
10836,89269804,bad,bad,0.004 *0.996,,
10837,39942441,bad,bad,0.016 *0.984,,
10838,44673503,bad,bad,0.016 *0.984,,
10839,32110530,bad,bad,0.016 *0.984,,
10840,93485612,good,good,*0.893  0.107,,
10841,22938023,bad,bad,0.016 *0.984,,
10842,22938021,bad,bad,0.016 *0.984,,
10843,22938024,bad,bad,0.016 *0.984,,
10844,47942867,bad,bad,0.016 *0.984,,
10845,82456576,bad,bad,0.016 *0.984,,
10846,21591613,bad,bad,0.016 *0.984,,
10847,52198659,bad,bad,0.016 *0.984,,
10848,52198657,bad,bad,0.016 *0.984,,
10849,35768768,bad,bad,0.016 *0.984,,
10850,53621904,bad,bad,0.016 *0.984,,
10851,94599138,bad,bad,0.072 *0.928,,
10852,58743455,bad,bad,0.016 *0.984,,
10853,87479580,bad,bad,0.02  *0.98 ,,
10854,94599140,bad,bad,0.072 *0.928,,
10855,89269801,bad,bad,0.004 *0.996,,
10856,60392861,bad,bad,0.016 *0.984,,
10857,45850727,bad,bad,0.016 *0.984,,
10858,45850728,bad,bad,0.016 *0.984,,
10859,87479578,bad,bad,0.02  *0.98 ,,
10860,14953989,bad,bad,0.024 *0.976,,
10861,28257539,bad,bad,0.06  *0.94 ,,
10862,52068148,bad,bad,0     *1    ,,
10863,45869637,bad,bad,0.013 *0.987,,
10864,39942442,bad,bad,0.012 *0.988,,
10865,90783920,bad,bad,0.004 *0.996,,
10866,64278029,bad,bad,0.028 *0.972,,
10867,32197588,bad,bad,0.013 *0.987,,
10868,32110531,bad,bad,0.013 *0.987,,
10869,11256944,bad,bad,0.024 *0.976,,
10870,7668972,bad,bad,0.015 *0.985,,
10871,7668974,bad,bad,0.024 *0.976,,
10872,24748479,bad,bad,0.06  *0.94 ,,
10873,88436999,bad,bad,0.004 *0.996,,
10874,12321508,bad,bad,0.024 *0.976,,
10875,19552033,bad,bad,0.013 *0.987,,
10876,22938021,bad,bad,0.111 *0.889,,
10877,95279263,bad,bad,0.072 *0.928,,
10878,47942866,bad,bad,0.013 *0.987,,
10879,8788782,bad,bad,0.024 *0.976,,
10880,52198658,bad,bad,0.028 *0.972,,
10881,52198659,bad,bad,0.028 *0.972,,
10882,30870720,bad,bad,0.013 *0.987,,
10883,94599137,bad,bad,0.205 *0.795,,
10884,45869640,bad,bad,0.013 *0.987,,
10885,94599139,bad,bad,0.072 *0.928,,
10886,58743452,bad,good,*0.846  0.154,,
10887,96590061,bad,bad,0.08  *0.92 ,,
10888,91845162,bad,bad,0.004 *0.996,,
10889,60392862,bad,bad,0.028 *0.972,,
10890,60392863,bad,bad,0.028 *0.972,,
10891,45850728,bad,bad,0.013 *0.987,,
10892,17479586,bad,bad,0.003 *0.997,,
10893,52068145,good,good,*0.841  0.159,,
10894,12926477,bad,bad,0.003 *0.997,,
10895,50249253,bad,bad,0.003 *0.997,,
10896,22355199,bad,bad,0     *1    ,,
10897,87217530,bad,bad,0     *1    ,,
10898,22938023,bad,bad,0     *1    ,,
10899,30621843,bad,bad,0     *1    ,,
10900,82456576,bad,bad,0     *1    ,,
10901,52421326,bad,bad,0     *1    ,,
10902,11728976,bad,bad,0.003 *0.997,,
10903,21591615,bad,bad,0     *1    ,,
10904,94599138,bad,bad,0.016 *0.984,,
10905,68908713,bad,bad,0     *1    ,,
10906,45850725,bad,bad,0.003 *0.997,,
10907,45850727,bad,bad,0.003 *0.997,,
10908,87479577,good,good,*0.93   0.07 ,,
10909,87479579,good,good,*0.93   0.07 ,,
10910,52068145,good,good,*0.934  0.066,,
10911,12926476,bad,bad,0.003 *0.997,,
10912,50249253,bad,bad,0.003 *0.997,,
10913,39942440,good,good,*0.926  0.074,,
10914,39942443,good,good,*0.926  0.074,,
10915,32197588,bad,bad,0     *1    ,,
10916,33173731,bad,bad,0     *1    ,,
10917,16465898,bad,bad,0.003 *0.997,,
10918,16306266,bad,bad,0.003 *0.997,,
10919,22938024,bad,bad,0     *1    ,,
10920,47355262,bad,bad,0.003 *0.997,,
10921,88987917,bad,bad,0.004 *0.996,,
10922,52421328,bad,bad,0     *1    ,,
10923,88304927,bad,bad,0     *1    ,,
10924,12926479,bad,bad,0.003 *0.997,,
10925,52068147,good,good,*0.934  0.066,,
10926,50249253,bad,bad,0.003 *0.997,,
10927,39942440,good,good,*0.926  0.074,,
10928,32197588,bad,bad,0     *1    ,,
10929,16465898,bad,bad,0.003 *0.997,,
10930,7668972,bad,bad,0.003 *0.997,,
10931,7668975,bad,bad,0.003 *0.997,,
10932,88436999,bad,bad,0     *1    ,,
10933,41159761,bad,bad,0.003 *0.997,,
10934,12271644,bad,bad,0.003 *0.997,,
10935,69323954,bad,bad,0     *1    ,,
10936,30523628,good,good,*0.931  0.069,,
10937,1788899,bad,bad,0.003 *0.997,,
10938,52421327,bad,bad,0     *1    ,,
10939,52198658,bad,bad,0     *1    ,,
10940,52198659,bad,bad,0     *1    ,,
10941,71929702,bad,bad,0     *1    ,,
10942,92331214,bad,bad,0     *1    ,,
10943,94599138,good,good,*0.928  0.072,,
10944,81986705,bad,bad,0     *1    ,,
10945,52068148,bad,bad,0.061 *0.939,,
10946,52068146,good,good,*0.8    0.2  ,,
10947,12926476,bad,bad,0.027 *0.973,,
10948,52198660,bad,bad,0.013 *0.987,,
10949,22938024,bad,bad,0.027 *0.973,,
10950,30523627,good,good,*0.525  0.475,,
10951,21591613,bad,bad,0.027 *0.973,,
10952,21591615,bad,bad,0.027 *0.973,,
10953,71929702,bad,bad,0.362 *0.638,,
10954,53621904,bad,bad,0.013 *0.987,,
10955,94599137,good,good,*0.677  0.323,,
10956,68908713,bad,bad,0.01  *0.99 ,,
10957,72490863,bad,bad,0.043 *0.957,,
10958,12926479,bad,bad,0.003 *0.997,,
10959,52068146,good,good,*0.934  0.066,,
10960,52198660,bad,bad,0     *1    ,,
10961,28187355,bad,bad,0     *1    ,,
10962,24483136,bad,bad,0     *1    ,,
10963,87217530,bad,bad,0     *1    ,,
10964,7668973,bad,bad,0.003 *0.997,,
10965,22938023,bad,bad,0     *1    ,,
10966,69323954,bad,bad,0     *1    ,,
10967,88987917,bad,bad,0.004 *0.996,,
10968,30523627,good,good,*0.931  0.069,,
10969,30523626,good,good,*0.931  0.069,,
10970,52421325,bad,bad,0     *1    ,,
10971,52198659,bad,bad,0     *1    ,,
10972,71929702,bad,bad,0     *1    ,,
10973,94599137,good,good,*0.928  0.072,,
10974,66604316,good,good,*0.875  0.125,,
10975,87479578,good,good,*0.875  0.125,,
10976,7481378,good,good,*0.833  0.167,,
10977,87479579,good,good,*0.875  0.125,,
10978,12926478,good,good,*0.875  0.125,,
10979,52068147,bad,good,*0.875  0.125,,
10980,12926477,good,good,*0.875  0.125,,
10981,45869637,good,good,*0.875  0.125,,
10982,32110529,good,good,*0.875  0.125,,
10983,89269804,good,good,*0.875  0.125,,
10984,39942441,good,good,*0.875  0.125,,
10985,39942443,good,good,*0.875  0.125,,
10986,28187355,good,good,*0.875  0.125,,
10987,95762355,good,good,*0.875  0.125,,
10988,95762354,good,good,*0.875  0.125,,
10989,18707297,bad,good,*0.875  0.125,,
10990,19552033,good,good,*0.875  0.125,,
10991,22938023,good,good,*0.875  0.125,,
10992,30523625,good,good,*0.875  0.125,,
10993,30523627,good,good,*0.875  0.125,,
10994,11728976,good,good,*0.875  0.125,,
10995,52198659,good,good,*0.875  0.125,,
10996,35768768,good,good,*0.875  0.125,,
10997,28257540,good,good,*0.875  0.125,,
10998,96590060,good,good,*0.875  0.125,,
10999,20321733,good,good,*0.875  0.125,,
11000,60392860,good,good,*0.875  0.125,,
11001,60392861,good,good,*0.875  0.125,,
11002,45850725,good,good,*0.875  0.125,,
11003,87479577,bad,bad,0     *1    ,,
11004,52068148,bad,bad,0.038 *0.962,,
11005,45869638,bad,bad,0.011 *0.989,,
11006,89269802,bad,bad,0.004 *0.996,,
11007,89269803,bad,bad,0.004 *0.996,,
11008,39942441,bad,bad,0     *1    ,,
11009,39942440,bad,bad,0     *1    ,,
11010,39942442,bad,good,*0.8    0.2  ,,
11011,90783920,bad,bad,0.004 *0.996,,
11012,9786219,good,good,*1      0    ,,
11013,32197588,bad,bad,0.032 *0.968,,
11014,87217530,bad,bad,0.043 *0.957,,
11015,42851841,bad,bad,0.011 *0.989,,
11016,28257537,bad,bad,0.027 *0.973,,
11017,12321508,bad,bad,0.027 *0.973,,
11018,16306266,bad,bad,0.027 *0.973,,
11019,86142508,bad,bad,0.043 *0.957,,
11020,86142507,bad,bad,0.043 *0.957,,
11021,75259914,bad,bad,0.043 *0.957,,
11022,12271644,bad,bad,0.027 *0.973,,
11023,22938023,bad,bad,0.027 *0.973,,
11024,22938021,bad,bad,0.027 *0.973,,
11025,30523627,bad,good,*0.525  0.475,,
11026,52421328,bad,bad,0.013 *0.987,,
11027,52421327,bad,bad,0.013 *0.987,,
11028,96590062,bad,bad,0.08  *0.92 ,,
11029,52198657,bad,bad,0.013 *0.987,,
11030,30870721,bad,bad,0.032 *0.968,,
11031,94599139,bad,bad,0.169 *0.831,,
11032,58743454,bad,bad,0.036 *0.964,,
11033,81986705,bad,bad,0.043 *0.957,,
11034,87479580,bad,bad,0     *1    ,,
11035,96590060,bad,bad,0.08  *0.92 ,,
11036,89269801,bad,bad,0.004 *0.996,,
11037,91845162,bad,bad,0.004 *0.996,,
11038,45850725,bad,bad,0.011 *0.989,,
11039,45850728,bad,bad,0.011 *0.989,,
11040,87479577,good,good,*0.929  0.071,,
11041,50249253,bad,bad,0.011 *0.989,,
11042,52198660,bad,bad,0.013 *0.987,,
11043,39942443,good,bad,0.158 *0.842,,
11044,32197588,bad,bad,0.032 *0.968,,
11045,18707297,bad,bad,0.027 *0.973,,
11046,7668972,bad,bad,0.005 *0.995,,
11047,24748479,bad,bad,0.027 *0.973,,
11048,47355262,bad,bad,0.011 *0.989,,
11049,88987917,bad,bad,0.004 *0.996,,
11050,52421327,bad,bad,0.013 *0.987,,
11051,92331214,bad,bad,0.004 *0.996,,
11052,68908713,bad,bad,0.01  *0.99 ,,
11053,81986705,bad,bad,0.043 *0.957,,
11054,87479580,good,good,*0.929  0.071,,
11055,87479578,bad,bad,0.279 *0.721,,
11056,87479577,bad,bad,0.283 *0.717,,
11057,12926479,bad,bad,0.033 *0.967,,
11058,52068148,good,bad,0.275 *0.725,,
11059,52068146,bad,bad,0.155 *0.845,,
11060,39942443,good,bad,0.172 *0.828,,
11061,87217530,bad,bad,0.024 *0.976,,
11062,93485612,bad,bad,0.302 *0.698,,
11063,7668973,bad,bad,0.015 *0.985,,
11064,24748479,bad,bad,0.06  *0.94 ,,
11065,22938022,bad,bad,0.048 *0.952,,
11066,22938023,bad,bad,0.048 *0.952,,
11067,88987917,bad,bad,0     *1    ,,
11068,30523628,bad,bad,0.208 *0.792,,
11069,52421327,bad,bad,0.036 *0.964,,
11070,52421326,bad,bad,0.036 *0.964,,
11071,21591615,bad,bad,0     *1    ,,
11072,52198659,bad,bad,0.036 *0.964,,
11073,94599137,bad,bad,0.094 *0.906,,
11074,45850725,bad,bad,0     *1    ,,
11075,73388125,bad,bad,0     *1    ,,
11076,87479579,good,good,*0.93   0.07 ,,
11077,12926478,bad,bad,0.003 *0.997,,
11078,52068147,good,good,*0.934  0.066,,
11079,52068145,good,good,*0.934  0.066,,
11080,39942440,good,good,*0.926  0.074,,
11081,32197588,bad,bad,0     *1    ,,
11082,24483136,bad,bad,0     *1    ,,
11083,18707297,bad,bad,0.003 *0.997,,
11084,59171420,bad,bad,0     *1    ,,
11085,22938022,bad,bad,0     *1    ,,
11086,22938021,bad,bad,0     *1    ,,
11087,47355262,bad,bad,0.003 *0.997,,
11088,30523627,good,good,*0.931  0.069,,
11089,30523626,good,good,*0.931  0.069,,
11090,82456576,bad,bad,0     *1    ,,
11091,52421328,bad,bad,0     *1    ,,
11092,88304927,bad,bad,0     *1    ,,
11093,21591613,bad,bad,0     *1    ,,
11094,21591612,bad,bad,0     *1    ,,
11095,52198657,bad,bad,0     *1    ,,
11096,92331214,bad,bad,0     *1    ,,
11097,81986705,bad,bad,0     *1    ,,
11098,94599140,good,good,*0.928  0.072,,
11099,45850725,bad,bad,0.003 *0.997,,
11100,45850726,bad,bad,0.003 *0.997,,
11101,45850728,bad,bad,0.003 *0.997,,
11102,14953989,bad,bad,0.003 *0.997,,
11103,73388125,bad,bad,0     *1    ,,
11104,52068145,good,good,*0.934  0.066,,
11105,39942441,bad,good,*0.926  0.074,,
11106,39942440,good,good,*0.926  0.074,,
11107,39942442,good,good,*0.926  0.074,,
11108,7668973,bad,bad,0.003 *0.997,,
11109,12271644,bad,bad,0.003 *0.997,,
11110,69323954,bad,bad,0     *1    ,,
11111,88987917,bad,bad,0.004 *0.996,,
11112,11728976,bad,bad,0.003 *0.997,,
11113,52198659,bad,bad,0     *1    ,,
11114,71929702,bad,bad,0     *1    ,,
11115,94599137,good,good,*0.928  0.072,,
11116,94599138,good,good,*0.928  0.072,,
11117,68908713,bad,bad,0     *1    ,,
11118,45850726,bad,bad,0.003 *0.997,,
11119,87479578,good,good,*0.93   0.07 ,,
11120,52068148,good,good,*0.934  0.066,,
11121,52068145,good,good,*0.934  0.066,,
11122,39942443,good,good,*0.926  0.074,,
11123,39942442,good,good,*0.926  0.074,,
11124,87217530,bad,bad,0     *1    ,,
11125,7668973,bad,bad,0.003 *0.997,,
11126,24748479,bad,bad,0     *1    ,,
11127,16306266,bad,bad,0.003 *0.997,,
11128,12271644,bad,bad,0.003 *0.997,,
11129,88987917,bad,bad,0.004 *0.996,,
11130,30523628,good,good,*0.931  0.069,,
11131,30523625,good,good,*0.931  0.069,,
11132,52421326,bad,bad,0     *1    ,,
11133,52198658,bad,bad,0     *1    ,,
11134,53621904,bad,bad,0     *1    ,,
11135,94599137,good,good,*0.928  0.072,,
11136,94599140,good,good,*0.928  0.072,,
11137,45850725,bad,bad,0.003 *0.997,,
11138,7481378,bad,bad,0     *1    ,,
11139,14953989,bad,bad,0     *1    ,,
11140,12926479,bad,bad,0     *1    ,,
11141,56513173,bad,bad,0     *1    ,,
11142,39942442,good,good,*1      0    ,,
11143,44673503,bad,bad,0     *1    ,,
11144,44526267,bad,bad,0     *1    ,,
11145,24483136,bad,bad,0     *1    ,,
11146,7668972,bad,bad,0     *1    ,,
11147,75259914,bad,bad,0     *1    ,,
11148,22938022,bad,bad,0     *1    ,,
11149,94479547,bad,bad,0     *1    ,,
11150,30523627,good,good,*0.985  0.015,,
11151,52421327,bad,bad,0     *1    ,,
11152,21591613,bad,bad,0     *1    ,,
11153,52198657,bad,bad,0     *1    ,,
11154,53621904,bad,bad,0     *1    ,,
11155,45850728,bad,bad,0     *1    ,,
11156,74995666,bad,bad,0.316 *0.684,,
11157,28187355,bad,bad,0.316 *0.684,,
11158,17734818,bad,bad,0.316 *0.684,,
11159,88304927,bad,bad,0.064 *0.936,,
11160,12926478,bad,bad,0.003 *0.997,,
11161,52068147,good,good,*0.934  0.066,,
11162,39942441,good,good,*0.926  0.074,,
11163,39942440,good,good,*0.926  0.074,,
11164,44673503,bad,bad,0.003 *0.997,,
11165,90783920,bad,bad,0.004 *0.996,,
11166,44526267,bad,bad,0.003 *0.997,,
11167,93485612,bad,bad,0.008 *0.992,,
11168,16465898,bad,bad,0.003 *0.997,,
11169,7668972,bad,bad,0.003 *0.997,,
11170,88436999,bad,bad,0.004 *0.996,,
11171,22938021,bad,bad,0     *1    ,,
11172,69323954,bad,bad,0     *1    ,,
11173,47355262,bad,bad,0.003 *0.997,,
11174,88304927,bad,bad,0     *1    ,,
11175,52421327,bad,bad,0     *1    ,,
11176,21591614,bad,bad,0     *1    ,,
11177,92331214,bad,bad,0.004 *0.996,,
11178,94599140,good,good,*0.928  0.072,,
11179,45850725,bad,bad,0.003 *0.997,,
11180,45850728,bad,bad,0.003 *0.997,,
11181,73388125,bad,bad,0.037 *0.963,,
11182,52068148,bad,good,*0.958  0.042,,
11183,12926476,bad,bad,0.003 *0.997,,
11184,45869638,bad,bad,0.003 *0.997,,
11185,90783920,bad,bad,0     *1    ,,
11186,44526267,bad,bad,0.003 *0.997,,
11187,7668972,bad,bad,0.003 *0.997,,
11188,7668973,bad,bad,0.003 *0.997,,
11189,28257537,bad,bad,0.06  *0.94 ,,
11190,75259914,bad,bad,0     *1    ,,
11191,12271644,bad,bad,0.003 *0.997,,
11192,86142505,bad,bad,0.024 *0.976,,
11193,30621843,bad,bad,0     *1    ,,
11194,30523627,good,bad,0     *1    ,,
11195,82456576,bad,bad,0.024 *0.976,,
11196,52421327,bad,bad,0.036 *0.964,,
11197,21591613,bad,bad,0.008 *0.992,,
11198,96590062,bad,bad,0.08  *0.92 ,,
11199,8788782,bad,bad,0.003 *0.997,,
11200,30870720,bad,bad,0     *1    ,,
11201,87479580,bad,good,*1      0    ,,
11202,60392863,bad,bad,0.026 *0.974,,
11203,60392861,bad,bad,0.026 *0.974,,
11204,14953989,bad,bad,0.033 *0.967,,
11205,73388125,bad,bad,0.037 *0.963,,
11206,87479577,bad,good,*1      0    ,,
11207,12926476,bad,bad,0.033 *0.967,,
11208,56513173,bad,bad,0.036 *0.964,,
11209,89269802,bad,bad,0     *1    ,,
11210,89269803,bad,bad,0     *1    ,,
11211,39942442,bad,bad,0.172 *0.828,,
11212,44673503,bad,bad,0     *1    ,,
11213,53302993,bad,bad,0.036 *0.964,,
11214,64278029,bad,bad,0.026 *0.974,,
11215,93485612,good,bad,0     *1    ,,
11216,11256942,bad,bad,0.033 *0.967,,
11217,11256941,bad,bad,0.033 *0.967,,
11218,42851841,bad,bad,0     *1    ,,
11219,86142508,bad,bad,0.024 *0.976,,
11220,19552033,bad,bad,0     *1    ,,
11221,22938021,good,bad,0     *1    ,,
11222,69323954,bad,bad,0.026 *0.974,,
11223,47942864,bad,bad,0.04  *0.96 ,,
11224,94479547,bad,bad,0.067 *0.933,,
11225,17734818,bad,bad,0.033 *0.967,,
11226,62245245,bad,bad,0.026 *0.974,,
11227,82456576,bad,bad,0.024 *0.976,,
11228,52421328,bad,bad,0.036 *0.964,,
11229,96590062,bad,bad,0.08  *0.92 ,,
11230,30870723,bad,bad,0.01  *0.99 ,,
11231,30870720,bad,bad,0.01  *0.99 ,,
11232,58743453,bad,bad,0.128 *0.872,,
11233,89269801,bad,bad,0     *1    ,,
11234,91845162,bad,bad,0     *1    ,,
11235,60392862,bad,bad,0.026 *0.974,,
11236,60392860,bad,bad,0.026 *0.974,,
11237,60392861,bad,bad,0.026 *0.974,,
11238,45850725,bad,bad,0     *1    ,,
11239,12926478,bad,bad,0.003 *0.997,,
11240,52068148,good,good,*0.934  0.066,,
11241,52068146,good,good,*0.934  0.066,,
11242,50249253,bad,bad,0.003 *0.997,,
11243,7668973,bad,bad,0.003 *0.997,,
11244,7668974,bad,bad,0.003 *0.997,,
11245,88436999,bad,bad,0.004 *0.996,,
11246,59171420,bad,bad,0     *1    ,,
11247,30523628,good,good,*0.931  0.069,,
11248,30523626,bad,good,*0.931  0.069,,
11249,52421326,bad,bad,0     *1    ,,
11250,21591612,bad,bad,0     *1    ,,
11251,52198657,bad,bad,0     *1    ,,
11252,71929702,bad,bad,0     *1    ,,
11253,92331214,bad,bad,0.004 *0.996,,
11254,81986705,bad,bad,0     *1    ,,
11255,14953989,bad,bad,0.027 *0.973,,
11256,52068146,bad,bad,0.194 *0.806,,
11257,52068147,bad,bad,0.086 *0.914,,
11258,52068145,good,good,*1      0    ,,
11259,12926477,bad,bad,0.027 *0.973,,
11260,52198660,bad,bad,0.013 *0.987,,
11261,64278029,bad,bad,0.01  *0.99 ,,
11262,87217530,bad,bad,0.043 *0.957,,
11263,16465898,bad,bad,0.027 *0.973,,
11264,82456576,bad,bad,0.043 *0.957,,
11265,52421325,bad,bad,0.013 *0.987,,
11266,52421326,bad,bad,0.013 *0.987,,
11267,21591615,bad,bad,0.027 *0.973,,
11268,52198659,bad,bad,0.013 *0.987,,
11269,52198657,bad,bad,0.013 *0.987,,
11270,14953989,bad,bad,0.027 *0.973,,
11271,39942441,bad,bad,0.12  *0.88 ,,
11272,39942440,bad,bad,0.12  *0.88 ,,
11273,39942443,bad,bad,0.222 *0.778,,
11274,39942442,good,good,*0.969  0.031,,
11275,64278029,bad,bad,0.01  *0.99 ,,
11276,7668973,bad,bad,0.005 *0.995,,
11277,7668975,bad,bad,0.005 *0.995,,
11278,59171420,bad,bad,0.01  *0.99 ,,
11279,75259914,bad,bad,0.043 *0.957,,
11280,12271644,bad,bad,0.027 *0.973,,
11281,22938024,bad,bad,0.027 *0.973,,
11282,88987917,bad,bad,0.004 *0.996,,
11283,52421328,bad,bad,0.013 *0.987,,
11284,52421327,bad,bad,0.013 *0.987,,
11285,21591613,bad,bad,0.027 *0.973,,
11286,11728976,bad,bad,0.027 *0.973,,
11287,8788782,bad,bad,0     *1    ,,
11288,52198659,bad,bad,0.013 *0.987,,
11289,71929702,bad,bad,0     *1    ,,
11290,53621904,bad,bad,0.013 *0.987,,
11291,81986705,bad,bad,0.043 *0.957,,
11292,45850725,bad,bad,0.011 *0.989,,
11293,87479578,bad,bad,0     *1    ,,
11294,87479579,bad,bad,0     *1    ,,
11295,12926479,bad,bad,0.027 *0.973,,
11296,12926477,bad,bad,0.027 *0.973,,
11297,39942442,good,good,*0.969  0.031,,
11298,18707297,bad,bad,0.027 *0.973,,
11299,7668973,bad,bad,0.005 *0.995,,
11300,7668975,bad,bad,0.005 *0.995,,
11301,33998453,bad,bad,0.032 *0.968,,
11302,75259914,bad,bad,0.043 *0.957,,
11303,69323954,bad,bad,0.01  *0.99 ,,
11304,88987917,bad,bad,0.004 *0.996,,
11305,30523628,bad,good,*0.684  0.316,,
11306,11728976,bad,bad,0.027 *0.973,,
11307,52198658,bad,bad,0.013 *0.987,,
11308,52198657,bad,bad,0.013 *0.987,,
11309,87479580,bad,bad,0     *1    ,,
11310,96689089,bad,bad,0.08  *0.92 ,,
11311,45850725,bad,bad,0.011 *0.989,,
11312,87479579,good,bad,0.215 *0.785,,
11313,52068145,good,bad,0.215 *0.785,,
11314,12926476,bad,bad,0.215 *0.785,,
11315,50249253,bad,bad,0.215 *0.785,,
11316,39942441,good,bad,0.215 *0.785,,
11317,7668974,bad,bad,0.215 *0.785,,
11318,88987917,bad,bad,0.215 *0.785,,
11319,30621843,bad,bad,0.215 *0.785,,
11320,30523626,good,bad,0.215 *0.785,,
11321,1788899,bad,bad,0.215 *0.785,,
11322,21591613,bad,bad,0.215 *0.785,,
11323,8788782,bad,bad,0.215 *0.785,,
11324,8173694,bad,bad,0.215 *0.785,,
11325,52198659,bad,bad,0.215 *0.785,,
11326,52198657,bad,bad,0.215 *0.785,,
11327,94599138,good,bad,0.215 *0.785,,
11328,96929765,bad,bad,0.215 *0.785,,
11329,45850726,bad,bad,0.215 *0.785,,
11330,45850728,bad,bad,0.215 *0.785,,
11331,72490863,bad,bad,0.215 *0.785,,
11332,28257538,good,bad,0.081 *0.919,,
11333,12926476,bad,bad,0     *1    ,,
11334,50249253,bad,bad,0.081 *0.919,,
11335,45869638,bad,bad,0.081 *0.919,,
11336,52198660,bad,bad,0.081 *0.919,,
11337,39942441,bad,bad,0.081 *0.919,,
11338,44673503,bad,bad,0.081 *0.919,,
11339,90783920,bad,bad,0.004 *0.996,,
11340,64278029,bad,bad,0.081 *0.919,,
11341,95762354,bad,good,*0.613  0.387,,
11342,32110531,bad,bad,0.081 *0.919,,
11343,93485612,good,bad,0.302 *0.698,,
11344,11256941,bad,bad,0     *1    ,,
11345,42851841,bad,bad,0.081 *0.919,,
11346,88436999,bad,bad,0.004 *0.996,,
11347,12321508,bad,bad,0     *1    ,,
11348,86142506,bad,bad,0.112 *0.888,,
11349,86142505,bad,bad,0.112 *0.888,,
11350,8788782,bad,bad,0.03  *0.97 ,,
11351,30870722,bad,bad,0.081 *0.919,,
11352,45869640,bad,bad,0.081 *0.919,,
11353,92331214,bad,bad,0.004 *0.996,,
11354,20321735,bad,bad,0     *1    ,,
11355,58743455,bad,bad,0.081 *0.919,,
11356,96590060,bad,bad,0.08  *0.92 ,,
11357,94599140,bad,bad,0.273 *0.727,,
11358,60392862,bad,bad,0.081 *0.919,,
11359,28257539,bad,bad,0.081 *0.919,,
11360,52068146,bad,bad,0.081 *0.919,,
11361,12926477,bad,bad,0     *1    ,,
11362,54685154,bad,bad,0.081 *0.919,,
11363,89269802,bad,bad,0.004 *0.996,,
11364,89269803,bad,bad,0.004 *0.996,,
11365,39942440,bad,bad,0.081 *0.919,,
11366,39942443,bad,bad,0.081 *0.919,,
11367,90783920,bad,bad,0.004 *0.996,,
11368,53302993,bad,bad,0.081 *0.919,,
11369,64278029,bad,bad,0.081 *0.919,,
11370,44526267,bad,bad,0.081 *0.919,,
11371,95762354,bad,bad,0.072 *0.928,,
11372,42851841,bad,bad,0.081 *0.919,,
11373,11256944,bad,bad,0     *1    ,,
11374,7668972,bad,bad,0.03  *0.97 ,,
11375,7668974,bad,bad,0.03  *0.97 ,,
11376,7668975,bad,bad,0.03  *0.97 ,,
11377,12321508,bad,bad,0     *1    ,,
11378,41159761,bad,bad,0.081 *0.919,,
11379,86142506,bad,bad,0.112 *0.888,,
11380,19552033,bad,bad,0     *1    ,,
11381,86142507,bad,bad,0.112 *0.888,,
11382,75259914,bad,bad,0.081 *0.919,,
11383,30523627,bad,bad,0.081 *0.919,,
11384,62245245,bad,bad,0.081 *0.919,,
11385,21591613,bad,bad,0.081 *0.919,,
11386,52198659,bad,bad,0.081 *0.919,,
11387,68908713,bad,bad,0.081 *0.919,,
11388,58743455,bad,bad,0.081 *0.919,,
11389,81986705,good,bad,0.112 *0.888,,
11390,96590061,bad,bad,0.08  *0.92 ,,
11391,94599140,bad,bad,0.072 *0.928,,
11392,60392862,bad,bad,0.081 *0.919,,
11393,60392860,bad,bad,0.081 *0.919,,
11394,45850725,bad,bad,0.081 *0.919,,
11395,45850727,bad,bad,0.081 *0.919,,
11396,66604316,bad,bad,0.037 *0.963,,
11397,14953989,bad,bad,0     *1    ,,
11398,45869638,bad,bad,0.037 *0.963,,
11399,89269803,bad,bad,0.004 *0.996,,
11400,52198660,bad,bad,0.037 *0.963,,
11401,39942443,bad,bad,0.037 *0.963,,
11402,39942442,bad,bad,0.037 *0.963,,
11403,95762354,bad,bad,0.067 *0.933,,
11404,16465898,good,bad,0.1   *0.9  ,,
11405,18707297,bad,bad,0     *1    ,,
11406,11256941,bad,bad,0     *1    ,,
11407,24748479,bad,bad,0.037 *0.963,,
11408,12321508,bad,bad,0     *1    ,,
11409,41159761,bad,bad,0.037 *0.963,,
11410,86142506,bad,bad,0.112 *0.888,,
11411,19552035,bad,bad,0     *1    ,,
11412,19552034,bad,bad,0     *1    ,,
11413,22938023,bad,bad,0     *1    ,,
11414,22938024,bad,bad,0     *1    ,,
11415,47942864,bad,bad,0.037 *0.963,,
11416,30523628,bad,bad,0.037 *0.963,,
11417,30523625,bad,bad,0.037 *0.963,,
11418,30523626,bad,bad,0.037 *0.963,,
11419,52421325,bad,bad,0.037 *0.963,,
11420,44791169,good,bad,0.037 *0.963,,
11421,21591614,bad,bad,0.047 *0.953,,
11422,94599138,bad,bad,0.059 *0.941,,
11423,20321735,bad,bad,0     *1    ,,
11424,87479580,bad,bad,0.031 *0.969,,
11425,96590061,bad,bad,0.08  *0.92 ,,
11426,96590063,bad,bad,0.08  *0.92 ,,
11427,96689089,good,bad,0.08  *0.92 ,,
11428,91845162,bad,bad,0.004 *0.996,,
11429,60392863,bad,bad,0.037 *0.963,,
